Titanic,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,7.7
Captain America: Civil War,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.2
Battleship,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.9
Jurassic World,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.0
Skyfall,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.8
Spider-Man 2,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.3
Iron Man 3,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.2
Alice in Wonderland,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.5
X-Men: The Last Stand,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.8
Monsters University,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.3
Transformers: Revenge of the Fallen,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.0
Transformers: Age of Extinction,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.7
Oz the Great and Powerful,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.4
The Amazing Spider-Man 2,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.7
TRON: Legacy,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.8
Cars 2,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,6.3
Green Lantern,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.6
Toy Story 3,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,8.3
Terminator Salvation,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.6
Furious 7,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,7.2
World War Z,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,7.0
X-Men: Days of Future Past,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.0
Star Trek Into Darkness,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.8
Jack the Giant Slayer,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.3
The Great Gatsby,no,no,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,7.3
Prince of Persia: The Sands of Time,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.6
Pacific Rim,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.0
Transformers: Dark of the Moon,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.3
Indiana Jones and the Kingdom of the Crystal Skull,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.2
The Good Dinosaur,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.8
Brave,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.2
Star Trek Beyond,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.5
WALL·E,no,yes,no,yes,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,8.4
Rush Hour 3,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,6.2
2012,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.8
A Christmas Carol,no,no,yes,no,no,no,no,yes,no,yes,no,no,no,yes,no,no,no,no,no,no,no,6.8
Jupiter Ascending,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.4
The Legend of Tarzan,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.6
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.9
X-Men: Apocalypse,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.3
The Dark Knight,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,yes,no,no,no,no,9.0
Up,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,8.3
Monsters vs. Aliens,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.5
Iron Man,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.9
Hugo,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,yes,no,no,no,no,no,no,no,7.5
Wild Wild West,yes,no,no,yes,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,4.8
The Mummy: Tomb of the Dragon Emperor,yes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,5.2
Suicide Squad,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,6.9
Evan Almighty,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,5.4
Edge of Tomorrow,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.9
Waterworld,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.1
G.I. Joe: The Rise of Cobra,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.8
Inside Out,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,8.3
The Jungle Book,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,7.8
Iron Man 2,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.0
Snow White and the Huntsman,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.1
Maleficent,yes,yes,yes,no,no,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,7.0
Dawn of the Planet of the Apes,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,7.6
The Lovers,yes,yes,no,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4.5
47 Ronin,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.3
Captain America: The Winter Soldier,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.8
Shrek Forever After,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.4
Tomorrowland,yes,yes,no,yes,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,6.5
Big Hero 6,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,7.9
Wreck-It Ralph,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.8
The Polar Express,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.6
Independence Day: Resurgence,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.5
How to Train Your Dragon,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,8.2
Terminator 3: Rise of the Machines,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.4
Guardians of the Galaxy,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.1
Interstellar,no,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,8.6
Inception,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.8
Godzilla Resurgence,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,8.2
The Hobbit: An Unexpected Journey,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.9
The Fast and the Furious,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,6.7
The Curious Case of Benjamin Button,no,no,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,7.8
X-Men: First Class,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.8
The Hunger Games: Mockingjay - Part 2,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.6
The Sorcerer's Apprentice,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.1
Poseidon,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,5.6
Alice Through the Looking Glass,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.4
Shrek the Third,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.1
Warcraft,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.3
Terminator Genisys,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.6
The Chronicles of Narnia: The Voyage of the Dawn Treader,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.3
Pearl Harbor,yes,no,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,6.1
Transformers,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.1
Alexander,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,yes,no,no,no,yes,yes,no,5.5
Harry Potter and the Order of the Phoenix,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,7.5
Harry Potter and the Goblet of Fire,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,7.6
Hancock,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.4
I Am Legend,no,no,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,7.2
Charlie and the Chocolate Factory,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.7
Ratatouille,no,no,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,8.0
Batman Begins,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.3
Madagascar: Escape 2 Africa,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.7
Night at the Museum: Battle of the Smithsonian,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,5.9
X-Men Origins: Wolverine,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.7
The Matrix Revolutions,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.7
Frozen,no,yes,yes,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,7.6
The Matrix Reloaded,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.2
Thor: The Dark World,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.1
Mad Max: Fury Road,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.1
Angels & Demons,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,6.7
Thor,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.0
Bolt,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,6.9
G-Force,yes,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,5.1
Wrath of the Titans,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.8
Dark Shadows,no,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,6.2
Mission: Impossible - Rogue Nation,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.4
The Wolfman,no,no,yes,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,5.8
The Legend of Tarzan,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.6
Bee Movie,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.2
Kung Fu Panda 2,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.3
The Last Airbender,yes,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,4.2
Mission: Impossible III,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.9
White House Down,yes,no,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.4
Mars Needs Moms,yes,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,5.4
Flushed Away,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.7
Pan,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,5.8
Mr. Peabody & Sherman,no,yes,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.9
Troy,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.2
Madagascar 3: Europe's Most Wanted,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.9
Die Another Day,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.1
Ghostbusters,yes,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,5.5
Armageddon,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.6
Men in Black II,yes,yes,yes,yes,no,no,no,no,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,6.1
Beowulf,yes,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,6.3
Kung Fu Panda 3,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.2
Mission: Impossible - Ghost Protocol,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.4
Rise of the Guardians,no,yes,yes,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,7.3
Fun with Dick and Jane,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,6.1
The Last Samurai,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,7.7
Exodus: Gods and Kings,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.1
Star Trek,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.0
Spider-Man,yes,yes,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.3
How to Train Your Dragon 2,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.9
Gods of Egypt,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.5
Stealth,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.0
Watchmen,yes,no,no,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,7.7
Lethal Weapon 4,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,6.6
Hulk,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.7
G.I. Joe: Retaliation,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.8
Sahara,yes,yes,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,6.0
Final Fantasy: The Spirits Within,yes,yes,yes,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,6.4
Captain America: The First Avenger,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.9
The World Is Not Enough,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.4
Master and Commander: The Far Side of the World,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,yes,no,no,no,yes,no,no,7.4
The Twilight Saga: Breaking Dawn - Part 2,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,5.5
Happy Feet 2,no,no,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,5.9
The Incredible Hulk,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.8
Miami Vice,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,yes,no,no,yes,no,no,no,no,7.5
The BFG,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.8
The Revenant,no,yes,no,no,yes,no,no,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,8.1
Turbo,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,yes,no,no,no,no,no,6.5
Rango,no,yes,no,no,no,no,no,yes,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,7.2
Penguins of Madagascar,no,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.7
The Bourne Ultimatum,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,8.1
Kung Fu Panda,yes,yes,no,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.6
Ant-Man,yes,yes,no,yes,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,7.4
The Hunger Games: Catching Fire,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.6
The Twilight Saga: Breaking Dawn - Part 2,no,yes,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,5.5
Home,no,yes,yes,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.7
War of the Worlds,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.5
Bad Boys II,yes,no,no,no,yes,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,6.6
Puss in Boots,yes,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.7
Salt,yes,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,6.4
Noah,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,5.8
The Adventures of Tintin,yes,yes,no,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,7.4
Harry Potter and the Prisoner of Azkaban,no,yes,yes,no,no,no,no,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,7.8
Australia,no,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,6.6
After Earth,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,4.9
Dinosaur,no,yes,no,no,yes,no,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,6.5
Harry Potter and the Deathly Hallows: Part II,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.5
Night at the Museum: Secret of the Tomb,no,yes,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.2
Megamind,yes,no,no,yes,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,7.3
Harry Potter and the Sorcerer's Stone,no,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,7.5
R.I.P.D.,yes,no,yes,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,5.6
Godzilla Resurgence,yes,yes,no,yes,no,no,no,no,no,no,no,no,no,yes,no,no,no,yes,no,no,no,8.2
Pirates of the Caribbean: The Curse of the Black Pearl,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,8.1
Harry Potter and the Deathly Hallows: Part I,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.4
The Hunger Games: Mockingjay - Part 1,no,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.7
The Da Vinci Code,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,6.6
Rio 2,no,yes,no,no,no,no,no,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,6.4
X-Men 2,yes,yes,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.5
Fast Five,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,7.3
Sherlock Holmes: A Game of Shadows,yes,yes,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,yes,no,no,no,no,7.5
Clash of the Titans,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.8
Total Recall,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.5
The 13th Warrior,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,6.6
The Bourne Legacy,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.7
Batman & Robin,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,3.7
How the Grinch Stole Christmas,no,no,yes,no,no,no,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,6.0
The Day After Tomorrow,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.4
Mission: Impossible II,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.1
The Perfect Storm,yes,yes,no,no,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.4
Fantastic 4: Rise of the Silver Surfer,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.6
Life of Pi,no,yes,yes,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,8.0
Ghost Rider,yes,no,yes,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,5.2
Jason Bourne,yes,no,no,no,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,7.1
Charlie's Angels: Full Throttle,yes,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,4.8
Prometheus,no,yes,no,yes,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,no,no,7.0
Stuart Little 2,no,yes,yes,no,no,no,no,yes,yes,yes,no,no,no,no,no,no,no,no,no,no,no,5.4
Elysium,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,yes,no,no,no,no,no,no,no,6.6
The Chronicles of Riddick,yes,yes,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,6.7
RoboCop,yes,no,no,yes,yes,no,no,no,no,no,no,no,no,no,no,no,yes,no,no,no,no,6.2
